Id,Tweet,Hate,Fake
1412,agar aap log sahinbag me kotha nahi khole hote to abhi lockdown nahi hota aur dusra apka maulana saad ka jamaat aaplog hi corona ko pure desh me failaye hai,1,1
7055,kajal hindustani didi jail se bahar aa gaye,0,0
7309,modi raj zindabad,0,0
1472,hotel toh tabhi khulegi jab tablighi wale sab samne aake apna ilaj krba ke aage corona failne se rokenge aur bharat mei korona ka prakop kaam hoga,1,1
6258,jaha baap beti ko bajata he wo majhab nhi,1,0
4324,west bengal pe jo karyavahi hui wahi edhar bhi hogi jishaheen bagh fake farmers protest delhi riots jnu amu sab kadi karyavahi desh dekh chuka hai try traptikaran old style,1,1
4748,bohot badhiya news sir jald hi yeh case asli trp chor ko pakadne main help honi chahiye like fake farmer protest of punjab farmer and haryana jinko bhadkaaya hai congri and other political parties ne jaan bujh k to gain p,1,1
4995,pathaan suparhit hogaye boycott gang ke baare mein akele mein kuchh bolie sir asksrk,0,0
7302,juber bhai ese aap inki fake news expose karte raho,0,0
3902,jihadi ki accidentally maut ho gayi uske liye bhi inko koi hindu chahiye jise saza ho par ye godhra kaand love jihad me maut k gaath utaar di gayi hindu ladkiyon k liye kabhi nhi bolege hindusunderattack,1,1
982,tabhleegi jamaat k baad bhi inki buddhi moti hi rahegi aisi kaun ka mar jaana hi accha hai we deserve corona,1,1
6791,love jihad ki jab pol khulne lgi to e mansik rogi propegenda chalane lge,1,1
4088,ye mulle k pille maan nahi rahe hai hindu bhai dekh lo hinduphobic hindusunderattack hindutvaforever,1,0
7059,aare kuch karne ki jarurat nahi waise bhi muslim aurate fida hai hindu ladko par oor haam hindu ladko ko naam badal ne ki dhoka dene ki jarurat bhi nahi jaise sa el katwe pahle karte the hamare ladkiyoo ke sath hindu naam rakhte the par aab sab aware hai,1,1
1269,tere abba kejru bhi to tablighi ko hi jimmedar man raha hai corona spreading ke liyeto kya ab wo bhi secular nahi raha,1,1
6803,ye saab mulle ladki ko sister bol rahe jara sambhal k rehenabc he sab k saab,1,0
269,sir corona virus ke samne sab model fail hai din tak ek case nahi aata phir pata nahi kaha ek dum number aajate hai is virus ka toh china he malik hai,0,0
655,amit shah bhi tablighi hai kiya use bhi corona ho gaya,1,1
2610,kon se chasme se dekh rhe sahab mp principle secretary bhi corona patients chupa rha tablighi jaisamagar unse apko koi dikkat naibas tablighiyo se haiswara bhaskar ke usi baat se toh bat shuru hui thi natopic pe rahie,1,1
2841,yh namuna hr mamle ko jihad se jod deta hai abhi kuch din phle corona jihad aur tablighi jihad kiye hue tha mumbai high court ke faisle ke bad to ise mafi mangni chahiye mgr phir se jhut phaila kr tum jaise and,1,1
4908,sab bhool kar lordsrk ka dhyaan karo aur pramanad pao is boycottbollywood boycottpathaan mein kuch nahi rakha,1,0
4707,bhai har andolan me kuch sharati lok hote hi hai it does not mean wo andolan hi galt hai and godi media bas fake news dekhde bichre farmers shanti se protest kar raha and apna h,1,0
590,jo log tiktok use karta ha pura india me par wo log ko china pe gussa aa raha ha to tiktok unistall karo china ke beja se humlog ko asa din dhekna par raha ha corona virus ko lekar gussa ha to sabhi indian ko tiktok unistall kar dena chaiya,0,1
4011,jhatke ki biryani hinduo ko khila kar bhagwa or hinduo ka na apman ho raha bhai protein hi baant raha hai paap thodi hai hindutva hindusunderattack hinduism,0,0
2719,kya galat bol raha hai o aadmi kuch news channels wait kar rahe hai corona k badte case kisike sir pe baandke badnaam karneke liye tablig jamaat k sath kya huwa dekha ham sab ne charity karo ya na karo aap pe hai lekin ye corona crisis kha,1,1
3423,jaise delhi farmer protest ko handle kiya shaheen bagh ko handle kiya aur bengal mai hindu mass murdering and gang rapes ko handle kiya waise handle karti faltu congress k chamche ko arrest karne se achha kuch important points pe,1,0
4388,hey rahul gandhi fake promsie to farmer and yeasterday land sale kha gya vo bhai up me to badi badi bate karte ho rajasthan me farmer ki land le li sirf rahul gandhi ke jooth ke karan ab tikait protest karega,1,0
7047,jay shrie ram jay jay satya sanatan jay jay,0,0
5144,kisne chdi boycott gang ki miyya are apne gauri bhabhi ke saiyya pathaan bhaiyya,0,0
3173,beta tu modi ka chamcha hai aur agar nahi bhi hoga to godi media ne tere dimaag me kachra bhar diya hai national news par jaakar check karle jitne bhi jamaat the ek bhi corona positive nahi mila tumne,1,0
1809,great sach kadwa hota hai lekin kargar hota hai ye jamaat wale jahil nhi janbuj kar corona faila rahe haiattankwaadi hai kyo ki inki ye study hi terrorist of quran book,1,1
6889,hala la pe gyan kab cho gi batado,1,0
3642,vo alag baat hai khalistan ki par es tym only farmer protest ho raha hai kisi k paas aap logo ne ak ya koi or weapon dekha,0,0
5082,desh ko janta ne pathaan dekh liya aur tera boycott kachra ho gaya dinesh desai ki samasya yah hai ki usse lagta hai is crore gujarati chowkidaar chor ke saath hai,0,0
678,to wo mota konsi jamaat se tha jo use corona hua,1,1
6065,chuslam khud ek sathan hai,1,0
5379,hindenburg mere ghar me chorsvb hai usko chhodoadani pe fraud report banani ho to batao,1,0
3348,ye shaheen bagh ke case me andar hai conspirator haikyu jhooth bolta hai victim card wale bhai,1,0
2997,musibat bhi tablighi jamat ki den hy ye muslim deshon me ban hy kuchh log isko terror origination bolte hain fir corona isne jaan boojh ke failaya mohd shad surrender kyon nhi krte april ko india corona free ho jaata hum azad ho jaat,1,1
7557,apko kha se paise milte hai inko bachane ke liye brbrd log,1,1
6940,us admi ko train ke aage fek deta,1,0
4160,hathras was in uttar pradesh lakhimpur kheri is in jupiter lakhimpurhorror hindusunderattack,0,0
3946,tanayveer sarfaraz,0,0
3847,chl nhi rha brother bnaya jaa rha hai hum sirf prayer kr skte hain kuch glt naa ab agr bhar see kuch mob protest me mil jaye aur khalistan mange what farmer can do,0,0
4102,hindus be like mere sath nahi toh mujhe kya shameful attitude hindusunderattack,1,1
3024,bhai jamaat wale doctor police walo ko maar rahe the unpar thook rahe theyaha tak ki nurses ke saamne nange hoke ghoom rahe thetab isne apna muh nai kholaabi gyaan bantne chali aayijamaat walo ne bharat,1,1
2551,ab sach bhi bolne nahi diya jaeyga is desh main aap report dekhe mam pahle tablighi jamat agar sochte ki hame corona ko rokana hai to markaj k logo ko aage aakar khud appel karna chahiye tha ki chekup karwaye ulta wo har jagah doctor police pe attack kar rahe hai,1,1
1612,in mein se kitno ko tablighi jamaat ki wajah se corona hua hai aaj ka episode is pe hona chahiye kaisa laga sir idea zeenewssealkaro,1,1
6220,proud to be sanatani hindu,0,0
6711,or mardo se nikah krk apne alla lulla ko sukoon de,1,0
6380,jahiliyet on its peak,0,0
5020,boycott toh pathaan kabhi hua tha,0,0
4373,fake farmer protest la yach bai jaaun jaun aag lavat hotya naaani atasagle paliv chai ekwatle support sathianyway aaiklay pakit milatat,1,1
606,jamaat ne corona ko badhya,1,1
3126,i agree wid u sir in jamaat walo ko goli maar deni chhahiye inki wajah se hi bharat me abhi corona itna spread ho chuka hai or apne aap ko corona warriour bta rahe hai abhi bharat corona free ho gya hota aapne sahi bola,1,1
4939,jab hinduphobic film bane toh boycott ka rr but jab antindia film bane like pathaan then usko cr karwa do just indians thinkdoglapanti ki bhi hadd hoti hai,1,0
1469,muddo ko bhatkana hi tum bjp walo ka kaam hisme zaira waseem kaha se aagyiaur tabligi jamaat to ek bahana h tum logo k liye corona me hindu muslim krneka,1,1
5898,ye kya h bhai naya note laa rahe hai kya saaheb ka note ki gps nano chip,0,1
3814,its farmers protest stop this nowu modi bhakts have nothing else to say despite mentioning khalistan tumare modi or uske bhakton ko ton desh ko dharam k naam pr baatna hi aata haiab jab sabhi,0,0
6435,i am hindu and i hate muslims girls aur didi ye baat apke bhai o ko samjao jo love jihad karte he jay shree raam,1,1
3626,to aap bhi unko farmers protest se alag rakhe yeh protest sirf farmers ka hai isko khalistan se mat joda jaye,0,0
4928,abey bhik mang raha hai chakkianpathaan ko dekh haters try to make film flop boycottnow karma reply to bigots by the way boycottjawan ki trend kab strat kar rahe ho,1,0
7990,bhai thum kitna chatoge bjp ka,1,0
2156,koi kisi dharam k khilaf nhi,0,0
2771,shuru se state revenue ka satyanash karte karte muft ka khana pani bijli to mil raha hai na bas khujliwal aur kya karega aur kya cheej ka layak hai woh haan jihadi pattharbaaz ko biriyani khilaya tablighijamatcorona ko panah di,1,1
7656,inn logo ki harqaty shi nhi bihariyo ki ladkiyon ko gandi nigha sy dekht bry hy orr inky adult songs abb punjab sy bhi marr k bhagagy,1,1
2078,bhai kitne bhi chori kare koi saja to pakde jane k baad court kachahari prove hone k baad he hoti h na waise kaun janta tha ye tablighi k bare me par famous ho gye ye sab desh bhar me corona baat rahe h,1,1
4072,jab thak trs gadi ka chabi aimim ka pas hai thab thak justice nahin melega hindusunderattack,1,1
5268,pura parivaar hi mc hai bhusewala ka,1,0
3528,farmers protest me to so called farmers bhindrawale ke poster apni gaadi me lgakar ghum rhe the aur jan ko to khalistan supporters ne khalistan zindabad ke naare lgakar red fort ki disrespect ki thi,0,0
6004,when lies dies islam dies,1,0
585,agar esa pm china main hota to pura china kab ka corona virus se khatm hogya hota,0,0
3384,aamaadmiparty yahan par kal se atikraman karwa dena apne local mla ko bol kar momos wale battery rickshaw wale subzi wale sapthaik bazar lagwao yaha par fir ye aur khubsuart dikhegi khas kaum ko de do order aspas khali jagah dekh kar ek naya shaheen aur jo muslims bharat mein reh gaye jinhone kabhi koi shaheenbagh jaisa protest nahi kiya ki nahi chahiye pakistan unka ab nahi hai ye hindostane,0,0
6046,oh my god love jihad or hinduo ka khula dushaman vo log jo mans khate or dharm k nam par marte hai ho hinduo k liye rakshans hai or rakshas ko khatm kro or hinduo k ghr mei ek muslim ladki aa jati hai toh uske bhi per chhukar uski ijjat karenge or mullo k ghar koi ladki gai vo shadi k liye chun li jati hai masjid mei aap ja nhi sakati hai allah apne ghar mei muslim girl nhi ja sakti or mandir mei ladki or ladke sath or bheed mei bhi ladkiyo kk hath bhi nhi lagate ye hota hai or ram ram ram ka nam lo bohot shanti milegi jai shri raam,0,0
3734,tum logo ne bharat ko hindusit an ka name kyu diya tum logo ke baal ka hai kya india yeh protest gm farmers ka hai khalistan ke liye hm alag protest kre ge,0,0
2795,aankh khol aur delhi dekh dekh teri modi sarkar khud chahti hai ke desh me itna corona phaile ke sare gareeb maare jayen teri nazar me to ye bhi jamaat wale hi honge shayed sun be be sharm bhikhari desh me hone wali tama,1,1
6199,islaam love jihad par khuch bolo,0,1
5112,bhai boycottpathaan bahut ho gya ab boycottjawan kro please,0,0
3297,congress aur tablighi fail ho gaye isliye phool barsaya ja raha hai ye phool corona warriors pe barsaya jaa raha hailog maante hain ki modi pm hai isliye desh ab tak bacha hua hai,0,1
7651,tamil nadu ko india se alag kro jo hindi bhasha bolne pe maar rahe hai woh hindustani kehlane ke layk nahikyon ki humari maatar bhasha hindi hai,1,1
4648,main wahan bewqoofo ke bich kyoun jawun ap jaisey ke zariye wahan ke sab update mil rahey hain bw jo jo wahan so called suicide kar rahey hain postmortem bhi karaya ja raha hai ya farzi suicide bata ke fakefarmersprotest ke liye zabra,1,1
6367,bhai ye saitan h konn brkahi ye ohi ayesha ki ex to nhi,1,0
7699,im from up ab yogi aditya naath ji hi kuch kar sakte hai,0,0
5640,bhai hum to phir wahi k note mai nano chip aur gps wala kuch dekhna chahtey hai,0,0
345,koi mane ya na mane corona virus china ka hi experiment h jisse sab pareshan hai aur china k pas iski vaccine bhi hai chinahayhay,0,1
5131,yede kuchh decide kar kattar hindu bolta hai aur pakistan premi srk ka fan bhi bolta hai jo pak aaye din aatanki,1,0
7791,bihar sarkar se anurodh hai ki tamilnadu sarkar ko muhtod jawab dena chahiye,0,1
2590,corona agr markaz hazrat nizamuddin ya tablighi jamat se fela hota to ab tak molana saad sahab ki corona se death hogai hoti kiyoki molana ne januarysemarch tak kam se kam lac logo se hendship ki hogi bachna namumkin tha isliye is mahamari ko dharm se na jode,1,1
7503,naveen ka career ka akhir match tha wo uske baad uska career virat bhai decide karnge,1,0
3938,karoron garibon ka paisa loot kr ek admi ko ameer banane ki zid hai hindusunderattack,1,1
7621,quotshaheenquot baug ki shaan hamari bahadur mohtermaao maaobehno betioaur khatoone azizanemillateislamiako lakhon salamati aur krodo salamyaa allah yaa rabbulaalmeen in bahadur khatoono ki inke mansoobo main qamyaab karna aur inki hifazat farmaana aameenyaa allahyaa rabbulaalmeen,0,0
4392,iski bahut bakwaas sun li dande maar maar ke isko jail mein daalo take actions against all anarchists involved in shaheen bagh and fake farmer protest bahut nautanki dekh li,1,1
7951,ab jhut ke liye bhagwa color istemal kiya ja raha hai waha kiya lul type ke bande pakde hai video banane ke liye,0,0
91,bhaiitna bhi aankhe mt khol loki kanche bahar aa jaye china kbhi apni casualties nai btata na mena corona virus me na abhiaur uska media wahi bhonkta h jo government bhonkta h yaha ka tara,1,1
3774,sharam hai kyadiljit baap hai tera farmers shantmyi protest kr rahe haikoi khalistan shbd use ni kia unhoneor bhindrawale sant ki history pdh pehle fr bhonkiosalia weed peeke bkwaas krne lg jati haikangana ki chamchiflopdustbin jese muh wali aah thooo,1,0
7633,itna lamba vedio krne ki kya jarurat h itna music de kr vedio bara krne ka isi liye boring lagta h please ye mere request h aisa mt krye,0,0
4962,hn aur aap jhaant brabar bhi nahi isliye to pathaan ko boycott v nahi kr paye itna poster fada hungama kiya aur kya result hua cr,1,0
3922,punjab mein khalistanio ne chandigarh police pe attack kar dia aur sarkar se kuch nahi ho paraha durga maa ki beizzati kardi se kuch nahi hua hindusunderattack in punjab punjab burning,1,0
2118,corona tablighi yo ne nahi priye modi ji ne namaste trump ke time par ek jaga logo ko ekatta kar kar phelaya hai aur isi bat ko cover karne ke liye godi media ne tabligiyo ko target kiya,1,0
4236,shahrukh ka ab sartansejuda nahi bol sakte kya jharkhand hindusunderattack ankita murder,1,1
6079,jai shree ram ab sala shdi krne ke liye b conversation kro isse better shdi mt kro kro proud to b sanatani,0,0
4585,jab tum jaiso ko samajh nahi aa raha ki farm bill sahi hai to phir hamen kyun na lage ki farmers protest fake hai aur woh bhi bas punjab mein hi explain it first why punjabis are desh ke dushman,1,0
7044,ankur bhai aap hame ye muslim ladki patana sikhaobrmai dalit hindu hu aur hame bhramit kiya jaa raha tha tab aapne hame hindu banna sikhaya brthank you so much brnamo buddhay brnamo naraynaay,0,0
948,corona phele aye wala hai or jamaat tu ek zariya hai nakaami chupane ka,1,1
5036,abe dale beiman tu hai pathaan ke time pe sab se jaada boycott tum chakis kar rahe the ab ab pathaan collection dekh kar chakis ki jal rahi hai jalo salo aur tum kar bhi kya sakte ho jadi jaln hogi lagi to escot cream laga le bornol kaam nhi,1,0
3170,and sun bhadwe nahi check kar paaye lakh logo ko kyonki jamaat ne tourist visa pe bula ke sabko masjid me chhupa diaab jab sab corona se marr rahe hain tab bhi tumko akal nahi aayegi kyonki t,1,1
4240,usi samay kuchal dena chaiye tab khud meat ban jata,1,1
884,yeh corona nahi aasan itna toh samajh lijiye ek jamaat ka dariya hai aur chamaat maar ke jaana hai,1,1
4636,jaisey news amp programm ke bich mein advertisements hotey hain amp aisey hi fakefarmersprotest mein bich bich mein farmers bhi the jo ab wapis ja chukey amp ye th jan tak picnic mananey aye,1,1
4476,tu tune gand marne ke liye tweet kiya ek hi word ata hai kya mandabuddhi khud hate failata hai aur dusron ko bolta hai ja jake protest kr fake farmers ke sath timepass kr mast,1,1
4642,fake farmer protest khailstan support chutiya rahul gandhi,1,1
3505,delhi mein hote to shaheen bagh jaisa road jam karte waha par modi ka muh band ho gaya ek chote se protest ki itni badi sazaa,0,0
5588,kya yar bar bar ekk he cheej bhej rahe acha haa har tweet ka rupay milta hai na chal chod tujhe mein nano gps chip wala ka send kar raha,0,0
7333,narendra modi jindabad tha hain aur rahegabs,0,0
5908,namaskar dosto ye kabhi impotant video hai so ise pura dekhe isme mene aapko bataya hai ki nano gps chip k,0,1
5346,wo rahul gandhi ne desh ko badnaam kiya chillayege tm adani chor hai chillate rhna adaniscam adanihindenburg modaniloot,1,1
4777,are tere jaise fans se imandar to koi ho hi nahi sakta jo pathaan boycott ke time boycott gang ka muh me leke ghum rahe the aur aryan ke case time bhi dekhi hai tumhari aukat,1,1
5331,us me big bank collapse ho gaya hai rd bank collapse hone wala hai aur ye hindenburg pata nahi kya research karta hai apna us ka bank me gadbadi isko dikha nahi aur isko adani me gadbad dikh gaya,1,0
5730,modia matlab chhee news dangai tihadi chaudhry nano gps chip wala ka note wala modia dekhte raho aur chutiye bhakt bante,1,1
5613,sahi hai bhai zee tv pe boht maza aata hai mujhe wale note mein nano gps chip jaise jokes aate hain,0,0
2416,kitna bhedbhav or zaher bhara hua he tum dalalo me vo chalam pine wale sadhuo see jo corona fela us par ek sabd nahi bola ab tak sui jamaat par atki hui he sab samjati he janta kyuki pura desh tweeter par nahi he jo tumhari bato see bha,1,1
6228,jese aae ho vese hi chale jaoge didi ek bar ye socho ki jo aapki kitab me likha he vo nahi mila toaapka balidan kisi kam ka nahi rahrga,0,0
6068,islam me ao bhai ko pati pao,1,0
7188,gooo bhara he ase logo k dimag me,1,0
5376,hindenburg ka kat gaya adani to fir badh raha hai,1,0
5788,mera bas ek hi sawal hai ke note me nano gps chip kis jagah lagi hai maine bahot saare ke note zameen me feet niche daba diye the ab wo mil nahi rahe hain aur na hi usme laga nano gps signal de raha hai,0,1
3333,shaheen bagh nhi dikhaya kya chaatukar,0,0
2399,abe paagal pehle iske jaahil mabaap jimmedaar hai raaste pe ghum rahi hai bachcha mar gaya tab tak hospital nahi le gaye ye apni akal lagaao jaahilokijamaat aur bachche ko corona hua hai uska baap keh raha haiom tablighi jamaat ki news aapne chalayi thi ab aapke hi news agency ke office me cases aaye hai aur aapne hi bola ki lagbhag,1,1
4374,sale brain wash ho gye ho tum log bhot bhai chara dikhaya tha in logo ne fake farmer protest ke time ab kya hua,1,1
1711,yeh tablighi wale salma ke chrchere bhai log pehle se hi atma nirbhar they ki apne aap poore desh mein corona ko failakar ab khud allah pe an nirbhar hain jaan bachane ke liye,1,1
3876,are murakh woh apani bibi par bhi bharosa nahi karte use bhi dhak ke rakhate hai dogali kaum hindusunderattack hindulivesmatter,1,0
4706,punjab haryana up gujarat sare state ke farmers protest kar raha hai sab fake hai bas kro god se darlo or jis paise ka hankar kar raha oo na jisdin farmers ne anaj ugana chordiya na,1,1
1187,yeh wo jamaat hai jo chupeke se bhagi nahi aur nahi logo pe thuke aur nahi corona warrior pe pathar maare,1,1
3822,innocent farmers protest karte hue inke jaiso ne hi indira gandhi sikkh dango ke baad congress se pyaar kiya aur bharat ke tukde karne ke liye khalistan ki maang ki thi,0,0
7680,wale kahi to milega brup bihar se bhago inko,1,1
5754,chal be k note me gps nano chip hai ye baat ko sach man ne wale dusro ko sikha rhe hai padh likhe jahil,1,0
6089,ya kab hua que hua kese hua kisine kia lal dupatta bali,0,0
7820,mera bharat mahan,0,0
152,nepal to khud hi corona virus hai india ke lieuseto majai araha hoga india aur china ke tension dekhke,0,0
916,oye biradar tablighi jammat yahan corona failatee kyunki tum usko tel nahi deti,1,1
1306,sale corona time me to bhut tablighi jamaat ka barkhan kr raha tha tere baap narendra modi or yogi ki kamiyo k bare me bol sale,1,1
2834,it needs cooperation of entire nation jamaat par cm aur congress ki chuppi landlords ne majduron se ghar khali karaya industrialists ne majduron ko koi sahara ni diya mumbai main rashan mar ka may main diya vivash hokar majdoor ne palayan ki,1,1
7475,good job,0,0
4713,ye h fake news spreader ka tweet ke ye farmers protest ka video hi nahi h arre bhai bhakti acchi baat h par dimag la istemal kyon chor diya but the agar ye ho gaya tp fir bh,1,0
5340,aur adani bik gaya hindenburg ke haatho,1,1
1399,agar tum log jamaat me videsh se corona positive logo ko bulake pure india me virus na failate to aaj itni khrab halat nhi hoti,1,1
2520,aunty ji wo log din se jyada corentine ho chuke h unhone paalan kar liya nirdeshon ka covid negative h ye confirm hone k baad jaa rahe h fr bhi tum jaise logo k pet me dard ho raha h ye jamaat se nikle log nahi h jo corona fai,1,1
184,madam jee corona virus ki vaccine agar mil gayi toh phir india bhi china se aage,0,1
3439,aap hamari ladkiyon ke baare mein aise na kahe woh hamari hi sherniya thi joh delhi ke university mein hindutva,0,0
7311,desh ki beti hoon ke sath kya ho raha hai bjp ke raj mein,0,1
3018,agar ye lockdown na hota na to ye tablighi jamati ghar ghar corona ki home delivery kar dete ye sabhi muslim bhi jante hai ki tablighi daily sham ko ke group me sabhi muslims ko namaz aur islam ki dawat dete hai lekin tum,1,1
2418,media wale jagruk karne ka or logo ki pareshani ko hal karne ka kaam karte to pura india haste haste corona se lad leta but aap ko to ajenda chalana tha jiski wajah hinduon ka sara dhyan jamaat ki taraf or jamaat wale dar ki wajah se chupe chupe fir rahe hain,1,1
472,agr isse china se nahi laaya jaata toh aaj india corona virus se mukt hota,0,1
968,corona kisi ko bhi ho sakta hai uska oi dharam nahi hota kanika kapoor konsi jamaat mein gai thi,1,0
7048,chuslam ek bimari hai aur ye chuslim ek virus,1,0
5272,jan me kisi ne kaha adani ent ke share me laga do achcha profit ho jayega lakh ki jagah k ho gaye hai aaj ke din kya bolu hindenburg ki to jaisiyaram,0,0
210,aatmanirbar raho chinese product se door raho china ne kiya hai is duniya ka bura haal pehle market capture kiya cheap product se ab economy tabah kiya corona virus se share market ka huwa bura haal par china govt rahe malamaal aatman,0,0
1962,africa mey parney likney khaney peeney ka kharcha tableeghi jamaat kay corona virus ney diya tha jo g ji kay madhayam sey poorey desh mey phailapandit ji too late to repaint gandhi,1,1
897,desh me corona badane k liye sirf tabligi jamaat k log jimmedaar hain jis pr ban lage or kaaryawahi ho,1,1
7654,i am babu jha bihar se bol raha hu jis bihari ko mara ha nitesh sarkar ko kanon karna chahiye bat rahi mar pit ki to ek bar bihar and tamilnadu eho hi jaye,0,1
6382,rssvhp ki government me sb changa siii,0,0
4895,pathaan jaise boycott karwaya waise hi isko bhi karwa de,0,0
1774,lekin corona to muslim tablighi jamaat ne phailaya hai godi media ye bechare to corona ki dawaai baat rahe hain road par nikal kar wah re wah hootiyo,1,1
4205,aasma tu to tu or tera khasam or tum dono ke baap bhi us madar ko nhi bacha sakte jisne ye ghatiya paap kiya he agar kanunan nyai milta he to theek he nhi to dusre boht tarike he nyai dilane ke aakhirkar nikalna sabko sadak par hi he hindusunderattack hindulivesmatters,1,0
2300,kaisi jali dono chaatuo ki tihaadi kitni jaldi rt karne aa gaya bichara sympathy dhund rha hai tab ye corona virus pe mazaak wali baat nahi sujhi thi jab jamaat se leke puri,1,1
1210,twitter pe bakchodi karne se kuch na hoga kaagaj dhoond lo detention centre tayar hai tablighi jamat corona ki aulaad,1,1
7649,jo bhi ho but jinlog jaan lere sab ke sab deshtrohi hai hindustan me rehkar unko hindi bhi ni aata or aise kisi ka jaan lena kha ka kanoon hai bhai,1,1
7443,jai shree krishna braab bhagwaan se karna hai inko brlado kabhi bhi jihadi sarkar nahi banegi aab krishna vasudev ne than lia hai jaiii hoooo,0,0
3972,bhai hindu ka sentiment hurt ho aisa kuch mat banana na hi kuch ashleel hindulivesmatters hindusunderattack hindutva hinduism bollywood,0,0
1252,suno be rath yatra me jo sammil hue hai unka corona test kiya gaya tha tab wo sammil hue smjhe tablighi jamaat jaise nhi smjha,1,1
3729,usne mara tha wo mujhe galat laga but ab farmer protests k baad lag raha sahi kiya khalistan k nare lagaoge to koi bhi marega aur protests agar public ko pareshan kark aur road block karke karenge tab to govt congress ki sahi thi modi,0,0
7655,aka bihari duniya pe birami,0,0
3183,koi muslim negetive nahi sonchta hai yaha muslim haque or insaaf ki baat karega use aatankwadi or kapil mishra or anurag thakur desh b,0,0
4824,boycottpathaan gang kaha hai,0,0
4229,jharkhand mei pattharbaaz koo bachaane kee liye air ambulance milta hai but ek beti ankita kee liye kuch nhi shame on soren hindusunderattack justiceforankitakumari hemantsoren,1,0
293,corona virus trump ji ki den hai samjhe jinhone lakh foreigners ko apne saath laaye the namste trump programme me aakhir ye programme karaya kisne tha ye public hai ye sab jaanti hai chinavirus,0,0
6832,love jihad karne me maza aa raha tha ab kya hua jab hindu ne karna suru kiya to problem ho gayi jai sanatan dharma,1,1
1052,warna aap dekh sakte hain ki jamaat ke logon me kitne corona ke positive pae gaye hain,1,1
5979,sab apni apni soch haibrjo allha ko mankar duniya mai atankwadi badi banata hai or dushro ka katal karta hai ooh acha hai brbrjo alha ko na mankar kishi or dharm se hobror insan ki marne kii dur hai janwar ko nehi mantabrohh saitan haibrbryeah soch hai same on,1,0
4114,buddhismjihad lovejihad bhagwalovetrap hindusunderattack hindu khatre me hai andhbhakt hindu muslim me busy hai ab khatra kis kis se hai,1,1
273,are delhi ke cm saab kya hi kehna unke liye achha hai abhi abhi sastavala nasha nahi karte warna to ye bhi keh de ki corona virus modiji ne china me jake banaya hai,0,1
2043,zee news ka toh pata nahi par tableeqi jamaat ko corona positive hone ke baad ye pata chala hai ki aur who ko ye pata chala hai ki suhar ke tatti aur bhade ki tattu aur halala paidaish bhi sankramit hote hai,1,1
6752,koi nhi kar raha didi bryeh sab islam or love k had defend karne ka tarika,0,1
2642,rich qualified hindutuvadi ki bhool maanveey aur jaahil gharib tablighi muslim desh drohi atankvadi aji ab to choro sab ka baap co,1,1
2888,ha kyu nhi bimari thi unmein se kuch ko thi kisi ko bhi ho sakti hai par sabko aisa badnaam kiyaki yaha thooke waha thooke and what not koi misconduct nhi kiya tha hospitals mein aisa hospital staff khud bola kisi ko nhi phel,0,1
6310,talking latter box,0,0
1087,ha me daave se kehta hu ki bharat me corona felne k mukhya aropi markaz k tablighi jamati or moulana saad he,1,1
4691,shameful bampd and fake news spreader godi media thodi bahut sharam bachi hai ya nahi farmer sara din field pe kaam karta or wo thand mein kitne dino se protest karra or zra sa acha kha liya ya unki achi madad,1,0
6583,tere yaha teri izad sirf ek goat yh dusre janwar jitni hain buss phle azadi lele apni phir bolna islam sirf ek pornhub hain,1,0
4399,haan jaise tu banata hain and apna fake gyan chta hain link diya hain id ka investigation karne ke liye bol rahe hain aur bhai andhere se bahar nikal acha rahega farmer protest tha bhi nahi vo s,1,1
7249,all of a sudden all these things happening right before elections sahi pakde hai lala ji pulwama and now this may be independent agency should investigate current government officials and let the truth prevails guess what you wont suppor this investigation,1,1
3786,ko itni hi chinta hai to use yaha dukh kyu nahi hua yaha wo nahi bola humare sikh bhai k sath aisa kyu hua usko ye appeal karni bhi chaiye thi ki farmers protest me khalistan zinbabad wale log na aae le,0,0
6064,how funny brusing app made by kafir br,1,0
7283,abe zubair kitan kiroge khata isa desh ho rathe is desh me ho hindu naam ka sahar le hindu ladkiyon bhi fasthe ho atl news or zubair are lier or anti hindu or anti indian hai he has hindufobea,1,0
5913,bhai hamare yaha toh ek channel ne udha ki ke note me nano gps chip lagi hogi new currency pe saala note hai ya android phone,0,0
6769,ulta v soch lea chuslaam balon ne,1,0
2955,main hindu aur sikh family se ho punjab meincase hai corona ke usmein hi hoge muslim jo jamaat mein gye the log ho sikh aur hindu hi hai is time v logo ko hindu muslim mein ladayi krwaye ka moka chahiye insaan ki galti puri comm,1,1
2860,jamil mikhiya kuchh corona positive ko india me ghusane ki taiyari kar raha haiy e dekhane ke bad to tablighi jamat ka program puri tarah sochi samjhi sajish hi lagata haipreplanned program ko execute kiya gaya aur p,1,1
4025,some hindus make others like us to reconsider our thought and efforts hindusunderattack,0,0
614,corona hum sharminda h tablighi abhi jinda h,1,1
7938,manish kasyap ko badnam kar rahe homanish kasyap ka logo nahi hai mike me,0,0
7085,we need strong actions against quotquotquotquot love jihad jihadist terrorist quotquotquotquot,1,0
6914,beshaksahibath,0,1
7493,fake haircb fan nahinhoga ye mi ka koi bakchod hoga,1,0
6411,ye ulta card kab se start kar diye victim card chhod ke ab ulta card are wa re,0,0
